Converged local optima,Num_roa,Num_local_optima,Time(s)
11.0,2.0,2212.0,23021.118899822235
12.0,7.0,2231.0,581.1334235668182
9.0,8.0,2220.0,16650.521071910858
9.0,11.0,2235.0,4563.310331583023
10.0,6.0,2232.0,985.7997336387634
