Coverged local optima,Time(s)
7.0,7.787398099899292
7.0,9.43787932395935
7.0,8.712223291397095
7.0,8.499048948287964
7.0,8.655070543289185
7.0,10.79808783531189
7.0,9.053668737411499
7.0,8.389447689056396
7.0,8.463905334472656
7.0,10.527113199234009
7.0,8.285175800323486
7.0,8.665986061096191
7.0,8.473387241363525
7.0,8.249879598617554
7.0,8.001049280166626
7.0,8.595389604568481
7.0,8.399215698242188
7.0,8.242714643478394
7.0,8.481900453567505
7.0,8.462505578994751
7.0,8.285785675048828
7.0,8.65899395942688
7.0,8.304260730743408
7.0,8.040512084960938
7.0,8.617309808731079
7.0,8.065204620361328
7.0,8.32197904586792
7.0,9.043320417404175
7.0,8.773926496505737
7.0,8.299495697021484
7.0,8.601818561553955
7.0,8.787399291992188
7.0,8.05536437034607
7.0,8.31207537651062
7.0,8.666545391082764
7.0,8.520073175430298
7.0,8.491682529449463
7.0,7.959233045578003
7.0,8.151621103286743
7.0,8.654201030731201
7.0,8.497997045516968
7.0,8.461852550506592
7.0,8.329548835754395
7.0,8.402809381484985
7.0,8.646569728851318
7.0,8.73809289932251
7.0,8.451688051223755
7.0,8.190274238586426
7.0,8.115054368972778
7.0,8.158692359924316
7.0,8.877583265304565
7.0,8.515346050262451
7.0,8.223844051361084
7.0,8.091037273406982
7.0,8.690644264221191
7.0,8.742269039154053
7.0,8.722172737121582
7.0,8.27088189125061
7.0,8.32193112373352
7.0,8.745065212249756
7.0,8.275877475738525
7.0,8.19395899772644
7.0,8.150794982910156
7.0,8.137531757354736
7.0,8.161442279815674
7.0,8.570383787155151
7.0,8.827176809310913
7.0,8.493134260177612
7.0,8.638748168945312
7.0,8.585334300994873
7.0,8.182908058166504
7.0,8.189836502075195
7.0,8.586744546890259
7.0,8.081364393234253
7.0,8.03811502456665
7.0,8.655590057373047
7.0,8.18220567703247
7.0,8.481319904327393
7.0,8.032596111297607
7.0,8.204508781433105
7.0,8.455198526382446
7.0,8.709208488464355
7.0,8.795092821121216
7.0,8.043172121047974
7.0,8.604186534881592
7.0,7.961827993392944
7.0,8.681634902954102
7.0,8.749008178710938
7.0,8.548582315444946
7.0,8.240671634674072
7.0,8.205848455429077
7.0,8.567366361618042
7.0,8.219888925552368
7.0,8.757143497467041
7.0,8.723109722137451
7.0,8.292501211166382
7.0,8.89305591583252
7.0,8.545199871063232
7.0,8.277128219604492
7.0,8.133026123046875
7.0,8.108450412750244
7.0,8.59128189086914
7.0,8.650681018829346
7.0,8.566151142120361
7.0,8.24126672744751
7.0,9.594909191131592
7.0,11.231149673461914
7.0,9.939999103546143
7.0,10.212872505187988
7.0,14.273671388626099
7.0,9.053617477416992
7.0,9.59570574760437
7.0,9.036787748336792
7.0,9.477041244506836
7.0,14.899907112121582
7.0,12.483150005340576
7.0,9.27168321609497
7.0,13.568933010101318
7.0,12.694962501525879
7.0,9.639508485794067
7.0,11.033332347869873
7.0,9.262978792190552
7.0,11.83433222770691
7.0,11.126636505126953
7.0,8.5531485080719
7.0,8.768397808074951
7.0,9.154517650604248
7.0,9.499662637710571
7.0,9.195448398590088
7.0,8.828202962875366
7.0,8.388125896453857
7.0,11.038567543029785
7.0,12.65418791770935
7.0,12.22115159034729
7.0,11.586028575897217
7.0,13.12391448020935
7.0,11.575810194015503
7.0,12.860007524490356
7.0,9.376043319702148
7.0,12.66008710861206
7.0,8.885915517807007
7.0,8.627793312072754
7.0,10.876978158950806
7.0,8.293007850646973
7.0,11.603553295135498
7.0,8.289687395095825
7.0,8.869374513626099
7.0,8.4600248336792
7.0,8.394099235534668
7.0,8.644160270690918
7.0,8.603348016738892
7.0,8.265825510025024
7.0,8.76706600189209
7.0,8.727895975112915
7.0,8.39907169342041
7.0,8.33465838432312
7.0,8.343147039413452
7.0,8.216235637664795
7.0,8.146864175796509
7.0,8.761376142501831
7.0,8.809980869293213
7.0,8.360984563827515
7.0,7.984010696411133
7.0,8.944051742553711
7.0,8.937479734420776
7.0,8.296074390411377
7.0,8.634740352630615
7.0,8.589993238449097
7.0,8.403919219970703
7.0,8.867175579071045
7.0,8.565614223480225
7.0,8.179089069366455
7.0,8.270287275314331
7.0,8.528672218322754
7.0,8.246009588241577
7.0,8.62086296081543
7.0,8.298157453536987
7.0,8.113525152206421
7.0,8.740720272064209
7.0,8.547316074371338
7.0,8.610101699829102
7.0,8.4882071018219
7.0,8.251288414001465
7.0,8.473164319992065
7.0,8.363837003707886
7.0,8.208332538604736
7.0,9.305093050003052
7.0,8.801849842071533
7.0,8.267001628875732
7.0,7.959345102310181
7.0,8.540256977081299
7.0,8.654118299484253
7.0,8.552674055099487
7.0,8.11098027229309
7.0,8.94674563407898
7.0,8.760611295700073
7.0,8.891024827957153
7.0,9.118135452270508
7.0,8.286010026931763
7.0,8.699074745178223
7.0,8.642240047454834
7.0,8.727258920669556
7.0,8.719698667526245
7.0,8.624029874801636
7.0,8.657386779785156
7.0,8.699502944946289
7.0,9.054311990737915
7.0,8.746888637542725
7.0,8.366960525512695
7.0,9.388404607772827
7.0,12.430744886398315
7.0,11.790322542190552
7.0,9.070353746414185
7.0,11.300260305404663
7.0,8.947097778320312
7.0,11.199054956436157
7.0,11.791551113128662
7.0,9.030437469482422
7.0,9.427226781845093
7.0,9.521071434020996
7.0,8.714620590209961
7.0,9.94395899772644
7.0,7.043680667877197
7.0,8.10597848892212
7.0,7.755287170410156
7.0,7.767744779586792
7.0,7.908911228179932
7.0,7.856341361999512
7.0,8.463925838470459
7.0,7.743194341659546
7.0,8.590750455856323
7.0,7.959830284118652
7.0,8.55192232131958
7.0,8.128344297409058
7.0,9.886130809783936
7.0,7.474942922592163
7.0,7.613231897354126
7.0,7.315227746963501
7.0,7.34148097038269
7.0,7.445468902587891
7.0,7.515971422195435
7.0,7.64564061164856
7.0,7.4783806800842285
7.0,7.540306568145752
7.0,7.666416168212891
7.0,7.394894361495972
7.0,7.587054014205933
7.0,7.386096954345703
7.0,7.5388712882995605
7.0,7.735241889953613
7.0,7.406432628631592
7.0,7.686926364898682
7.0,7.567992448806763
7.0,7.510972738265991
7.0,7.401215553283691
7.0,7.488195896148682
7.0,7.55398154258728
7.0,8.280996561050415
7.0,7.426891565322876
7.0,7.594690322875977
7.0,7.566264867782593
7.0,7.523289203643799
7.0,7.592210531234741
7.0,7.518320798873901
7.0,7.448212146759033
7.0,7.491985559463501
7.0,7.563531398773193
7.0,7.442044019699097
7.0,7.645456790924072
7.0,7.932501316070557
7.0,9.267274856567383
7.0,7.275057077407837
7.0,7.452507495880127
7.0,7.702378273010254
7.0,7.738339424133301
7.0,7.392654180526733
7.0,7.4204652309417725
7.0,7.515840291976929
7.0,7.409458637237549
7.0,7.427795171737671
7.0,7.379127740859985
7.0,7.425482273101807
7.0,7.306520462036133
7.0,7.432155132293701
7.0,7.772021293640137
7.0,7.566151142120361
7.0,7.681163549423218
7.0,7.640759706497192
7.0,7.537397623062134
7.0,7.534135580062866
7.0,7.565981149673462
7.0,7.618680238723755
7.0,7.589698791503906
7.0,7.670633554458618
7.0,7.502532482147217
7.0,7.866548538208008
7.0,7.505080461502075
7.0,7.594965696334839
7.0,7.424992561340332
7.0,7.342870235443115
7.0,7.432774066925049
7.0,7.585602283477783
7.0,7.5971574783325195
7.0,7.379549741744995
7.0,7.5858070850372314
7.0,7.611070394515991
7.0,7.434095144271851
7.0,7.446798324584961
7.0,7.437672853469849
7.0,7.542916774749756
7.0,7.461907148361206
7.0,7.240928649902344
7.0,7.243773937225342
7.0,7.528697490692139
7.0,7.508963584899902
7.0,7.543968200683594
7.0,7.4577624797821045
7.0,7.420182466506958
7.0,7.429327964782715
7.0,7.355633497238159
7.0,7.443923473358154
7.0,7.466936826705933
7.0,7.488558530807495
7.0,7.567604064941406
7.0,7.402363300323486
7.0,7.57430100440979
7.0,7.502829074859619
7.0,7.4571826457977295
7.0,7.535513401031494
7.0,7.297362327575684
7.0,7.253285884857178
7.0,7.420217514038086
7.0,7.575978755950928
7.0,7.371209144592285
7.0,7.592318296432495
7.0,7.504489183425903
7.0,7.389401912689209
7.0,7.522606611251831
7.0,7.58260440826416
7.0,7.53887939453125
7.0,7.336900472640991
7.0,7.288081645965576
7.0,7.4839441776275635
7.0,7.335047245025635
7.0,7.506692886352539
7.0,7.608048677444458
7.0,7.459662437438965
7.0,8.455492973327637
7.0,7.3594114780426025
7.0,7.4319703578948975
7.0,7.421652555465698
7.0,7.371143579483032
7.0,7.565738916397095
7.0,7.466169118881226
7.0,7.464033365249634
7.0,7.6098854541778564
7.0,7.354290723800659
7.0,7.6246936321258545
7.0,7.365297079086304
7.0,7.535386562347412
7.0,7.5791590213775635
7.0,7.489075660705566
7.0,7.351843595504761
7.0,7.514564752578735
7.0,7.487047910690308
7.0,6.052045822143555
7.0,6.600238561630249
7.0,6.4832987785339355
7.0,6.4716668128967285
7.0,6.560981273651123
7.0,6.550618886947632
7.0,6.762844085693359
7.0,6.559465408325195
7.0,6.525406360626221
7.0,6.851682424545288
7.0,6.7258501052856445
7.0,6.748063325881958
7.0,6.444111108779907
7.0,6.080505847930908
7.0,6.146217107772827
7.0,6.068219184875488
7.0,6.186035394668579
7.0,7.456858396530151
7.0,6.16895055770874
7.0,6.271073818206787
7.0,6.77501916885376
7.0,6.7071428298950195
7.0,6.464972257614136
7.0,6.75413179397583
7.0,6.6581432819366455
7.0,6.5324249267578125
7.0,6.747638702392578
7.0,6.59575629234314
7.0,6.7383034229278564
7.0,6.521692514419556
7.0,6.64086127281189
7.0,6.534191131591797
7.0,6.835259675979614
7.0,6.727746248245239
7.0,6.591614246368408
7.0,6.572876930236816
7.0,6.772385120391846
7.0,6.722048997879028
7.0,6.615243434906006
7.0,6.692584037780762
7.0,6.757981777191162
7.0,6.856460809707642
7.0,6.691844940185547
7.0,6.588676452636719
7.0,6.656617879867554
7.0,6.7821409702301025
7.0,7.028062343597412
7.0,6.496413707733154
7.0,6.738393545150757
7.0,6.655494689941406
7.0,7.149806976318359
7.0,6.6424925327301025
7.0,6.765923976898193
7.0,6.5020751953125
7.0,6.716347932815552
7.0,6.769237041473389
7.0,7.0884504318237305
7.0,6.619446039199829
7.0,6.643219947814941
7.0,6.524869441986084
7.0,6.518851280212402
7.0,6.498461008071899
7.0,6.6158435344696045
7.0,6.698882341384888
7.0,6.754228115081787
7.0,6.698368549346924
7.0,6.651778936386108
7.0,6.03711462020874
7.0,6.096988916397095
7.0,6.030158519744873
7.0,6.0620856285095215
7.0,6.071303367614746
7.0,6.1194846630096436
7.0,6.146274566650391
7.0,6.140028715133667
7.0,6.074072360992432
7.0,6.078000545501709
7.0,6.003891468048096
7.0,5.991334915161133
7.0,5.947068691253662
7.0,5.951197862625122
7.0,6.05967378616333
7.0,6.00870418548584
7.0,6.045251131057739
7.0,6.004511594772339
7.0,6.213425636291504
7.0,6.148163080215454
7.0,5.973624229431152
7.0,6.019159555435181
7.0,5.945492267608643
7.0,6.133543014526367
7.0,6.026656150817871
7.0,6.177292346954346
7.0,6.018205404281616
7.0,6.094511032104492
7.0,5.99247145652771
7.0,6.170287847518921
7.0,6.11289644241333
7.0,6.128319501876831
7.0,6.002800941467285
7.0,6.0718255043029785
7.0,6.172926902770996
7.0,6.0643017292022705
7.0,6.063308477401733
7.0,6.13108491897583
7.0,6.188887596130371
7.0,6.017263889312744
7.0,6.1579413414001465
7.0,5.970460414886475
7.0,6.062884330749512
7.0,6.426074743270874
7.0,6.050994396209717
7.0,5.942297697067261
7.0,6.147358655929565
7.0,6.1034910678863525
7.0,6.000792026519775
7.0,5.990732431411743
7.0,5.964816093444824
7.0,6.100132703781128
7.0,6.0116188526153564
7.0,6.074460029602051
7.0,6.107497930526733
7.0,6.107266187667847
7.0,6.1435723304748535
7.0,6.13083291053772
7.0,6.149346351623535
7.0,6.050076961517334
7.0,5.972820520401001
7.0,6.007559537887573
7.0,6.092654705047607
7.0,6.174529314041138
7.0,5.984467267990112
7.0,6.0094313621521
7.0,6.122479677200317
7.0,6.051128149032593
7.0,6.979957580566406
7.0,6.56582236289978
7.0,6.743446111679077
7.0,6.060689687728882
7.0,5.985093116760254
7.0,5.898796796798706
7.0,6.129943132400513
7.0,6.0419394969940186
7.0,6.4259021282196045
7.0,6.491586208343506
7.0,5.95383358001709
7.0,6.129248380661011
7.0,6.051926612854004
7.0,5.9493725299835205
7.0,6.144964933395386
7.0,6.0928637981414795
7.0,6.079955339431763
7.0,6.111435651779175
7.0,6.0564024448394775
7.0,6.116861820220947
7.0,6.106045722961426
7.0,6.0186169147491455
7.0,5.998487234115601
7.0,6.148821830749512
7.0,6.017211198806763
7.0,6.019042015075684
7.0,6.04839015007019
7.0,5.944807291030884
7.0,6.109439134597778
7.0,6.397527694702148
7.0,6.011706590652466
7.0,6.189198732376099
7.0,6.068223476409912
7.0,6.066843032836914
7.0,5.927404165267944
7.0,5.99677300453186
7.0,6.155649662017822
7.0,5.96143651008606
7.0,6.064054727554321
7.0,6.02447772026062
7.0,6.042330741882324
7.0,6.154472827911377
7.0,5.9896955490112305
7.0,6.039139747619629
7.0,6.102118015289307
7.0,6.00856614112854
7.0,6.025452375411987
7.0,6.121418237686157
7.0,5.9881415367126465
7.0,6.0635175704956055
7.0,6.255899667739868
7.0,6.15797758102417
7.0,6.1373186111450195
7.0,6.055790662765503
7.0,5.92885947227478
7.0,5.968738317489624
7.0,6.1132285594940186
7.0,6.1246161460876465
7.0,6.143758296966553
7.0,6.0458760261535645
7.0,6.085045099258423
7.0,6.1572184562683105
7.0,6.125882387161255
7.0,6.132565498352051
7.0,6.0156636238098145
7.0,5.997023582458496
7.0,6.213710784912109
7.0,6.136331081390381
7.0,6.06661319732666
7.0,5.969336748123169
7.0,6.0943262577056885
7.0,6.185777425765991
7.0,6.083900213241577
7.0,6.04055118560791
7.0,6.059072732925415
7.0,5.98650860786438
7.0,6.093987226486206
7.0,6.096487283706665
7.0,5.9550557136535645
7.0,6.067101240158081
7.0,6.004069805145264
7.0,6.047693252563477
7.0,6.143193960189819
7.0,6.144622325897217
7.0,6.017104387283325
7.0,5.996264219284058
7.0,6.001951694488525
7.0,5.949450254440308
7.0,5.986288785934448
7.0,6.123183488845825
7.0,5.96020245552063
7.0,5.933896064758301
7.0,6.000107288360596
7.0,6.149580001831055
7.0,6.145091772079468
7.0,5.9705493450164795
7.0,6.001532554626465
7.0,5.99857759475708
7.0,6.157936096191406
7.0,6.003859996795654
7.0,6.107244253158569
7.0,6.060527086257935
7.0,6.163605451583862
7.0,6.073156833648682
7.0,5.978792667388916
7.0,6.080270051956177
7.0,5.999998569488525
7.0,6.006467819213867
7.0,5.993465185165405
7.0,5.950100421905518
7.0,6.089317321777344
7.0,5.986446380615234
7.0,5.998543977737427
7.0,6.1421732902526855
7.0,6.283102035522461
7.0,6.140473365783691
7.0,6.123275518417358
7.0,6.071906805038452
7.0,6.063923358917236
7.0,6.220961093902588
7.0,6.177088975906372
7.0,6.070234775543213
7.0,6.133661508560181
7.0,6.052679061889648
7.0,6.040724515914917
7.0,6.50048303604126
7.0,6.026888608932495
7.0,6.115523815155029
7.0,6.136328220367432
7.0,6.121673345565796
7.0,6.067479610443115
7.0,6.0128889083862305
7.0,5.930402040481567
7.0,6.191113710403442
7.0,6.075601100921631
7.0,6.058102130889893
7.0,6.5986011028289795
7.0,5.993581533432007
7.0,6.059393405914307
7.0,6.118789434432983
7.0,6.014297246932983
7.0,6.110466480255127
7.0,5.9732139110565186
7.0,6.054950714111328
7.0,6.472374439239502
7.0,5.927994012832642
7.0,6.041236400604248
7.0,6.05807900428772
7.0,6.0836732387542725
7.0,6.1223719120025635
7.0,6.136776685714722
7.0,6.116984844207764
7.0,6.001389503479004
7.0,6.07911229133606
7.0,6.034778594970703
7.0,6.050919055938721
7.0,6.091350555419922
7.0,6.040064811706543
7.0,6.046759366989136
7.0,6.4397430419921875
7.0,6.279573440551758
7.0,6.010753870010376
7.0,6.122815132141113
7.0,6.093416213989258
7.0,5.9493677616119385
7.0,6.173884391784668
7.0,6.02780818939209
7.0,6.00226902961731
7.0,6.072125673294067
7.0,5.997074842453003
7.0,6.043537139892578
7.0,6.139502048492432
7.0,6.048214435577393
7.0,6.25780725479126
7.0,6.053097486495972
7.0,6.034115314483643
7.0,6.126485347747803
7.0,5.9782750606536865
7.0,6.004088640213013
7.0,6.0246922969818115
7.0,5.985304594039917
7.0,6.117044448852539
7.0,6.096850633621216
7.0,6.074920415878296
7.0,6.164048910140991
7.0,6.092693567276001
7.0,6.097358226776123
7.0,6.1258556842803955
7.0,6.147742986679077
7.0,6.153003215789795
7.0,6.086199998855591
7.0,6.171050548553467
7.0,6.079340696334839
7.0,6.054626226425171
7.0,6.001510381698608
7.0,6.082515716552734
7.0,6.0673558712005615
7.0,6.038636922836304
7.0,6.082099914550781
7.0,6.003818035125732
7.0,5.943726301193237
7.0,6.028380632400513
7.0,6.14592170715332
7.0,6.073459625244141
7.0,6.228200674057007
7.0,6.014147758483887
7.0,6.0509192943573
7.0,6.191800117492676
7.0,6.031727075576782
7.0,6.065473318099976
7.0,6.018383264541626
7.0,6.061777830123901
7.0,6.003463506698608
7.0,6.017413854598999
7.0,5.84735369682312
7.0,5.945575714111328
7.0,6.159804344177246
7.0,6.0199315547943115
7.0,6.054644823074341
7.0,6.075692892074585
7.0,6.129841566085815
7.0,5.919338703155518
7.0,6.015201091766357
7.0,6.1739630699157715
7.0,6.1098668575286865
7.0,6.021367311477661
7.0,5.963028907775879
7.0,5.893195390701294
7.0,5.9877660274505615
7.0,6.042929172515869
7.0,6.330833435058594
7.0,6.013424396514893
7.0,5.9612250328063965
7.0,6.088332414627075
7.0,6.154867172241211
7.0,6.013416051864624
7.0,6.112607955932617
7.0,6.086607933044434
7.0,6.055453062057495
7.0,6.070763111114502
7.0,6.018383979797363
7.0,5.970775365829468
7.0,6.129808664321899
7.0,6.032557249069214
7.0,6.087123394012451
7.0,6.007339000701904
7.0,6.042995929718018
7.0,6.149961948394775
7.0,5.994130611419678
7.0,6.014761209487915
7.0,6.014667987823486
7.0,6.015837669372559
7.0,6.064523696899414
7.0,5.959688901901245
7.0,5.909188747406006
7.0,6.099075078964233
7.0,6.0082926750183105
7.0,6.147608995437622
7.0,5.948894023895264
7.0,6.004079103469849
7.0,5.965123891830444
7.0,6.080693960189819
7.0,6.084334373474121
7.0,6.072488784790039
7.0,5.997768402099609
7.0,6.099559783935547
7.0,6.12467360496521
7.0,6.148325681686401
7.0,6.072870492935181
7.0,6.251446008682251
7.0,6.523346900939941
7.0,6.591702938079834
7.0,6.145356893539429
7.0,6.023214817047119
7.0,6.162808656692505
7.0,6.094096899032593
7.0,6.040538787841797
7.0,6.049630641937256
7.0,6.087951898574829
7.0,6.058868646621704
7.0,6.096293210983276
7.0,6.1716392040252686
7.0,6.0810840129852295
7.0,6.029736757278442
7.0,6.030991792678833
7.0,6.118339776992798
7.0,6.15282678604126
7.0,6.148452281951904
7.0,6.0274598598480225
7.0,6.050609827041626
7.0,6.6411731243133545
7.0,6.463409423828125
7.0,5.934832572937012
7.0,5.985413312911987
7.0,6.122917175292969
7.0,6.1777873039245605
7.0,5.968166828155518
7.0,5.872666597366333
7.0,6.1093058586120605
7.0,6.064427852630615
7.0,6.089749574661255
7.0,6.106468439102173
7.0,6.17816424369812
7.0,5.917742729187012
7.0,6.023608446121216
7.0,6.138496398925781
7.0,6.037327527999878
7.0,6.040642499923706
7.0,6.150359392166138
7.0,6.067185640335083
7.0,6.121575593948364
7.0,5.988781213760376
7.0,6.102459907531738
7.0,6.188901662826538
